"","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","condition","grade","sqft_above","sqft_basement","yr_built","zipcode"
"401",557000,3,3.5,1710,2096,2,3,8,1290,420,2008,98122
"402",360000,4,1.75,3730,16980,1,4,7,2150,1580,1974,98022
"403",352000,2,1,940,5000,1,4,7,940,0,1937,98117
"404",437000,3,2.5,1750,22357,2,3,8,1750,0,1994,98045
"405",322500,4,2.5,1820,6753,2,3,7,1820,0,1994,98038
"406",650000,3,3.25,1510,2000,2,3,9,1330,180,2001,98116
"407",450000,3,2,1290,1213,3,3,8,1290,0,2001,98103
"408",278500,3,2,1570,5250,1,3,7,1570,0,1998,98092
"409",364950,4,2.5,1930,6957,2,3,8,1930,0,1995,98055
"410",840000,4,3.5,2840,40139,1,4,10,2840,0,1986,98038
"411",268000,3,2.5,1550,8134,2,3,7,1550,0,1991,98031
"412",517534,2,1,833,143947,1,3,5,833,0,2006,98070
"413",632925,3,2.5,2990,32239,2,4,8,2990,0,1978,98077
"414",577500,3,2.5,2000,7251,2,3,9,2000,0,1995,98034
"415",339000,4,1.5,2390,7480,1.5,3,7,2390,0,1920,98178
"416",570000,3,1.75,2910,37461,1,4,7,1530,1380,1967,98052
"417",563500,4,1.75,2085,174240,1,3,7,1610,475,1964,98024
"418",423000,4,2.25,2200,9351,1,5,7,1290,910,1962,98133
"419",355000,3,2.25,1860,5028,2,3,8,1860,0,2012,98019
"420",1550000,5,4.25,6070,171626,2,3,12,6070,0,1999,98024
"421",482000,2,1,950,3960,1,3,7,950,0,1941,98103
"422",625000,3,1.75,1600,9135,1,5,7,1600,0,1955,98006
"423",538000,3,2.5,2250,11632,2,3,8,2250,0,1988,98056
"424",380000,3,2.5,2280,10255,2,4,8,2280,0,1985,98058
"425",375000,2,1,940,5120,1,3,7,940,0,1909,98122
"426",245000,3,2.5,1530,8500,1,5,7,1030,500,1996,98038
"427",310000,5,1.75,2190,27260,1,4,7,2190,0,1947,98166
"428",1300000,3,2,2350,15021,1,4,8,1770,580,1976,98004
"429",397000,4,2,1440,7680,1,3,7,1200,240,1971,98034
"430",365000,3,2.5,2200,4052,2,3,8,2200,0,2005,98058
"431",328500,4,3,2290,8250,2,3,9,2290,0,1990,98042
"432",988000,4,3,4040,19700,2,3,11,4040,0,1987,98052
"433",1e+06,4,2.5,2610,3277,1.5,5,8,1920,690,1922,98103
"434",237000,3,2.5,1490,2138,2,3,7,1490,0,2005,98055
"435",525000,4,2.5,2450,5280,2,3,8,2450,0,2003,98011
"436",749000,4,2.5,1710,9627,1,3,9,1440,270,1976,98006
"437",722500,5,2.5,4870,11800,2,3,10,3470,1400,1983,98074
"438",843000,3,2.5,3130,8750,2,3,10,3130,0,1991,98052
"439",438000,2,2,1270,1372,3,3,8,1270,0,2000,98115
"440",578000,3,1.75,2120,10875,1,3,8,1540,580,1977,98146
"441",227950,3,1.5,1670,8230,1,5,7,1670,0,1954,98001
"442",196000,3,2.25,2070,11576,2,3,7,2070,0,1974,98001
"443",641000,2,1,1420,5332,1,3,8,1070,350,1953,98105
"444",350000,3,1.5,1250,219978,1,4,6,1250,0,1980,98038
"445",205000,3,1,940,7980,1,4,7,940,0,1960,98032
"446",4e+05,3,1.75,1920,9102,1,3,7,1920,0,1968,98072
"447",1030000,3,2.5,3545,9816,1,3,10,2610,935,2005,98027
"448",505000,3,2,1260,5460,1,3,7,1260,0,1972,98034
"449",475000,5,2.5,2340,7200,1,3,7,1300,1040,1975,98034
"450",520000,3,2.25,2590,9263,1,5,8,1440,1150,1977,98028
"451",1450000,3,4.5,3970,24920,2,3,10,3260,710,1977,98034
"452",333500,3,1.75,1220,9732,1,3,7,1220,0,1965,98011
"453",232000,3,1,1400,10403,1,4,6,1400,0,1976,98038
"454",691100,3,2.75,2360,16117,1,4,8,1710,650,1983,98006
"455",811000,3,1.75,1870,9897,1,4,8,1870,0,1960,98040
"456",551000,3,2.5,2830,5802,2,3,9,2830,0,2001,98028
"457",496500,3,2.5,2260,3640,2,3,8,2260,0,1994,98072
"458",705000,3,3,1970,20978,2,4,9,1770,200,1980,98070
"459",578000,4,2.5,3140,9225,1,5,9,1770,1370,1966,98055
"460",255000,3,1.75,1240,8659,1,5,7,1240,0,1986,98042
"461",1050000,4,3.5,3450,7832,2,3,10,3450,0,2007,98006
"462",348000,3,2.25,2570,8491,2,4,8,2570,0,1989,98042
"463",230000,3,2,1510,3413,2,3,7,1510,0,1985,98031
"464",359500,4,2.25,2390,11250,2,3,9,2390,0,1988,98023
"465",330000,3,1,980,7000,1,3,6,980,0,1953,98133
"466",80000,1,0.75,430,5050,1,2,4,430,0,1912,98014
"467",465000,3,1.75,1480,6360,1,3,7,1480,0,1954,98133
"468",325000,4,2.5,1850,7324,2,3,8,1850,0,1997,98042
"469",340500,3,2,2270,28025,1,4,7,1920,350,1947,98168
"470",342500,3,2.5,1810,5192,2,3,8,1810,0,1993,98038
"471",290900,2,2,1610,17600,2,3,6,1610,0,1930,98178
"472",868700,3,4.25,3840,6161,2,3,10,3840,0,2000,98074
"473",1200000,4,2.75,4110,8400,2,3,9,3130,980,1928,98125
"474",1150000,4,3.25,4190,10259,2,3,11,3150,1040,2000,98074
"475",859900,4,2.75,3390,6298,2,3,9,3390,0,2011,98074
"476",520000,4,2.25,1890,3006,2,3,7,1890,0,2003,98029
"477",460000,3,2.5,1610,2527,2,3,9,1080,530,2005,98118
"478",438924,3,1.5,1050,4590,1,3,7,850,200,1949,98115
"479",315000,2,1,630,6550,1,3,5,630,0,1918,98126
"480",590000,4,2.75,2910,10650,1,3,8,1780,1130,1975,98033
"481",378500,4,1.75,1700,8640,1,3,7,850,850,1955,98006
"482",328500,3,2.5,1950,8130,2,4,9,1950,0,1990,98042
"483",849950,3,3,2990,9773,2,4,8,2990,0,1973,98005
"484",525000,3,1.5,1350,6000,1,3,7,900,450,1950,98136
"485",1390000,4,3.25,4860,181319,2.5,3,9,4860,0,1993,98074
"486",295000,4,2.5,2160,7725,1,4,8,1460,700,1978,98023
"487",1070000,6,3.5,4860,11793,2,3,11,3860,1000,1998,98006
"488",207950,2,2,890,5000,1,3,6,890,0,1917,98118
"489",699900,4,2.75,2810,7302,2,3,9,2810,0,2002,98075
"490",1280000,5,2.5,3400,9500,2,4,8,3400,0,1977,98027
"491",452000,4,1.5,1580,7350,1,4,7,960,620,1963,98052
"492",370000,3,2,1680,5036,1,4,7,1680,0,1987,98055
"493",232000,3,1.75,1300,11230,1,5,7,1300,0,1968,98042
"494",669950,5,2.5,2820,14062,2,4,7,2380,440,1960,98034
"495",397500,3,2,1510,6710,1,3,7,1070,440,1972,98034
"496",490000,2,2.5,1230,1391,2,3,8,870,360,2004,98112
"497",725000,4,2,2110,4140,2,3,9,1710,400,1925,98116
"498",299000,3,2.75,3080,19635,1,4,7,1610,1470,1958,98032
"499",625000,2,1.5,1490,5750,1.5,4,7,1190,300,1900,98116
"500",437500,3,2.5,2120,4500,2,3,7,2120,0,2000,98065
"501",650000,4,2.5,3180,5438,2,3,9,3180,0,2003,98065
"502",475000,2,1,1490,3825,1,3,7,860,630,1929,98117
"503",342000,3,2,1930,11947,1,4,8,1930,0,1966,98042
"504",1200000,4,2.5,2770,7800,2,3,10,2770,0,1999,98033
"505",280000,3,1.5,1670,11610,1,4,7,1670,0,1963,98055
"506",240000,2,1.75,1330,7200,1,3,7,1330,0,1993,98188
"507",529000,3,1,1210,3328,1.5,4,7,1210,0,1924,98107
"508",442000,3,1,1190,5100,1,4,7,1030,160,1941,98136
"509",615000,2,1,1540,6872,1,4,7,820,720,1946,98119
"510",1490000,4,3.75,4030,10800,2,3,10,4030,0,2006,98033
"511",585000,4,1.75,2430,7559,1,4,8,1580,850,1981,98052
"512",480000,4,2.5,2600,7787,2,3,8,2600,0,2005,98059
"513",1100000,5,3.5,4410,57063,2,4,9,4410,0,1990,98053
"514",290000,4,1,1330,8184,1.5,3,7,1330,0,1949,98133
"515",615000,3,1.75,1900,5000,1,5,7,950,950,1951,98116
"516",3e+05,2,1,1100,7680,1,4,7,1100,0,1950,98133
"517",308000,3,1,1980,39150,1.5,3,6,1580,400,1932,98030
"518",750000,3,2.5,2400,7745,2,3,9,2400,0,2001,98033
"519",2250000,4,2.25,4760,8036,2.5,5,9,3390,1370,1916,98112
"520",890000,4,3.25,3180,194278,2,3,10,3180,0,2005,98059
"521",288000,3,1,1190,7560,1,5,6,1190,0,1958,98058
"522",190000,2,1,630,6000,1,3,6,630,0,1943,98178
"523",515000,5,3,2530,5105,1,3,8,1520,1010,2005,98133
"524",235000,4,1.5,1690,11054,1,4,5,1690,0,1930,98055
"525",275000,2,1,940,5000,1,3,6,940,0,1951,98126
"526",727500,2,2,1240,9119,1,4,7,1240,0,1952,98004
"527",650000,4,2.5,3040,6587,2,3,7,3040,0,2003,98053
"528",1600000,6,5,6050,230652,2,3,11,6050,0,2001,98024
"529",365000,4,1,1590,7085,1.5,3,6,1590,0,1944,98125
"530",662000,3,1.75,2500,36947,1,3,9,2500,0,1984,98052
"531",270500,3,2.5,1780,7848,1,3,7,1320,460,1978,98038
"532",2e+05,2,1.5,1360,1898,2,3,7,1360,0,1978,98092
"533",970000,4,3.25,4740,76230,2,3,10,4740,0,1987,98075
"534",160000,3,1.5,1010,9600,1,4,7,1010,0,1962,98198
"535",204000,3,1,1040,7405,1,4,6,1040,0,1971,98010
"536",358000,3,2.25,1610,6655,2,4,7,1610,0,1985,98058
"537",452000,4,1.75,1570,8268,1,3,7,1570,0,1979,98011
"538",595000,2,2,1510,4000,1,4,7,1010,500,1900,98103
"539",249000,3,2,1360,6082,1,3,7,1360,0,1994,98042
"540",346900,4,2.5,1970,5106,2,3,8,1970,0,1999,98055
"541",2130000,3,2.5,5403,24069,2,4,12,5403,0,1976,98166
"542",280000,4,2.5,1560,4350,2,3,7,1560,0,2003,98056
"543",318888,4,1.75,2320,12000,1,4,8,2270,50,1973,98032
"544",530000,3,2.25,2120,40518,1,3,8,2120,0,1967,98075
"545",375000,3,2.25,2120,18500,2,4,8,2120,0,1983,98031
"546",910000,4,2.5,3350,29242,2,3,11,3350,0,1988,98052
"547",782000,4,2.5,2380,9614,2,4,10,2380,0,1991,98006
"548",259950,2,2,1070,649,2,3,9,720,350,2008,98106
"549",315000,4,2.75,2300,18360,1,4,7,1560,740,1979,98058
"550",215000,2,1,1320,8865,1,4,6,1320,0,1943,98168
"551",705000,3,1.75,2180,10221,1,4,7,1140,1040,1946,98040
"552",1450000,3,3,4380,6320,2,5,10,3580,800,1952,98199
"553",451000,3,1.75,1790,9813,2,3,7,1790,0,1949,98155
"554",261000,2,1,750,8125,1,4,6,750,0,1943,98055
"555",396000,3,1.5,1300,8280,1,5,7,1300,0,1956,98028
"556",725000,4,2.5,2990,29170,2,3,9,2990,0,1999,98059
"557",1950000,7,3.5,4640,15235,2,3,11,2860,1780,1965,98040
"558",238000,4,1,1400,7242,1.5,3,7,1400,0,1959,98188
"559",750000,6,1.75,2750,9563,2,4,8,2750,0,1973,98052
"560",331500,4,2.5,2050,10271,2,3,7,2050,0,1998,98042
"561",460000,4,3,2230,108900,1,3,7,1410,820,1978,98065
"562",404950,4,2.25,2340,217014,1,4,8,2340,0,1982,98092
"563",880000,3,2.5,2870,5163,2,3,9,2870,0,2014,98103
"564",863000,4,2.5,4120,22370,2,3,10,4120,0,1997,98074
"565",638700,3,1.75,2080,9162,1,3,7,1370,710,1960,98005
"566",435000,3,2.5,1840,5680,2,3,7,1840,0,2008,98053
"567",260000,3,1,1180,5350,1.5,4,6,1180,0,1959,98178
"568",671500,5,2.75,2160,4000,1.5,5,7,1530,630,1927,98105
"569",610000,3,1,1180,3400,1.5,3,8,1180,0,1907,98109
"570",405000,2,0.75,1160,15029,1,4,6,870,290,1937,98014
"571",338900,4,2.5,1830,5612,2,3,7,1830,0,2003,98038
"572",720000,4,4,3200,7708,2,3,10,3200,0,2004,98075
"573",442000,5,3,2560,5445,1.5,4,7,1760,800,1927,98108
"574",650000,5,2.75,2550,5040,1.5,5,8,2550,0,1902,98122
"575",263500,3,1.75,1330,9917,1,3,7,1040,290,1981,98058
"576",3e+05,2,1,1220,75794,1,4,7,1220,0,1963,98038
"577",266000,3,2.5,1805,3402,2,3,7,1805,0,2009,98002
"578",930000,4,4,6050,84942,2.5,3,9,4150,1900,2009,98077
"579",530000,4,2.5,2320,5493,2,3,8,2320,0,2004,98028
"580",180000,3,1,1384,8960,1,4,6,1384,0,1965,98023
"581",619000,3,2.5,2720,6439,2,3,9,2720,0,2005,98065
"582",264000,3,1.5,1820,10608,1,4,7,1820,0,1962,98003
"583",730000,2,2.25,2130,4920,1.5,4,7,1530,600,1941,98116
"584",439000,4,2.25,2060,10070,2,3,7,2060,0,1975,98034
"585",268500,4,1.75,1420,7500,1,4,7,1080,340,1981,98031
"586",330000,3,1.75,1510,15744,1,3,7,1510,0,1985,98045
"587",640000,3,2.5,2160,4000,1.5,3,8,1960,200,1903,98122
"588",9e+05,3,2.5,3180,12600,2,4,11,3180,0,1978,98074
"589",370000,3,2.25,2110,13300,2,4,8,2110,0,1985,98038
"590",685000,3,2,2060,2900,1.5,5,8,1330,730,1931,98144
"591",505000,3,1.5,1830,217800,1,3,7,1010,820,1981,98053
"592",265000,3,1.75,1820,32666,1,4,7,1820,0,1966,98022
"593",290000,3,2.5,1610,2937,2,3,8,1610,0,2006,98055
"594",296000,4,2.5,1780,3600,2,3,7,1780,0,2006,98038
"595",360000,4,2.5,1840,9611,2,3,7,1840,0,1996,98178
"596",240500,3,1.75,1460,10584,1,3,7,990,470,1997,98168
"597",372500,2,2.5,1400,2958,2,3,8,1400,0,2007,98126
"598",595000,3,2.5,3370,14402,2,3,9,3370,0,2004,98045
"599",515000,4,3,3590,8249,2,3,9,3590,0,1997,98023
"600",1220000,4,2.25,3200,15367,2,4,9,3200,0,1962,98040
"601",507000,2,1.75,1670,6460,1,3,8,1670,0,2004,98053
"602",399950,4,2,2420,31465,1,3,9,2420,0,1984,98092
"603",185000,3,1.75,1430,10816,2,3,7,1430,0,1994,98010
"604",460000,3,1.75,1440,7070,1,3,7,1440,0,1980,98052
"605",435500,3,2.25,1450,4789,2,3,7,1450,0,1985,98029
"606",469000,4,2.75,3550,13938,1,5,8,2100,1450,1966,98188
"607",531000,2,3,1270,1175,2,3,8,1110,160,2000,98103
"608",443500,2,1,940,6804,1,3,7,940,0,1949,98177
"609",223000,3,2,1670,6824,1,3,7,1300,370,1990,98042
"610",590000,4,3.5,3100,15842,2,3,8,2400,700,1996,98028
"611",340000,2,2.5,1100,1760,3,3,7,1100,0,1997,98103
"612",650000,3,2,1870,3388,1,4,8,1230,640,1925,98199
"613",533600,3,2.5,1930,5080,2,4,8,1930,0,1990,98029
"614",695000,3,2.75,2540,4694,2,3,9,2540,0,2005,98074
"615",242000,3,1.75,1280,7524,1.5,4,7,1280,0,1988,98031
"616",425000,3,2.25,1820,8814,1,3,7,1280,540,1967,98125
"617",525000,3,2.25,1490,9414,2,3,7,1490,0,1981,98052
"618",485000,3,2.5,1880,5502,2,3,8,1880,0,1988,98029
"619",175000,3,1,1250,9775,1,3,7,1250,0,1971,98045
"620",210000,3,2,1440,7210,1,3,8,1440,0,1983,98092
"621",260000,3,2.5,1920,7415,2,3,7,1920,0,1989,98031
"622",577000,3,2.5,2060,5750,1,3,7,1330,730,1976,98116
"623",2e+05,3,1.5,1210,10588,1,4,7,1210,0,1958,98002
"624",605000,2,1.75,1760,5000,1,4,7,940,820,1927,98117
"625",325000,3,1,990,6750,1,4,6,990,0,1947,98133
"626",289500,3,1,960,6400,1,4,6,820,140,1944,98178
"627",559950,3,2.5,1660,1458,3,3,9,1660,0,2014,98144
"628",1040000,3,1.75,1900,9375,1,4,8,1330,570,1941,98115
"629",543500,3,2.25,1270,2790,1,3,7,990,280,1970,98199
"630",480000,4,2.25,3250,34293,2,4,9,3250,0,1983,98042
"631",218000,3,1,960,9633,1,5,6,960,0,1982,98022
"632",565000,2,1.75,1330,6000,1,4,7,960,370,1914,98199
"633",426700,3,1.75,2080,7700,1,5,7,1600,480,1968,98056
"634",650000,3,2.5,2690,11575,1,3,8,2130,560,1957,98028
"635",542000,2,1,890,3060,1,3,7,770,120,1910,98105
"636",415000,3,1.75,1070,8000,1,3,7,1070,0,1977,98052
"637",214000,3,1,1200,8316,1,4,6,1200,0,1953,98002
"638",245000,3,1.5,1360,8910,2,5,7,1360,0,1949,98188
"639",314500,3,2,2050,13303,1,3,8,2050,0,1993,98003
"640",1120000,3,1.5,3000,5750,2,5,9,2000,1000,1924,98116
"641",378000,2,2,1300,3850,1,3,7,800,500,1963,98136
"642",305000,4,2.5,2250,9091,1,3,7,1340,910,1982,98001
"643",595000,5,2.75,3740,6750,1,4,8,1980,1760,1978,98028
"644",729500,3,2.5,1660,1091,3,3,9,1530,130,2015,98116
"645",430000,3,2.5,2360,6699,2,3,7,2360,0,2003,98065
"646",240000,3,1.75,1760,6500,1,3,7,1150,610,1987,98038
"647",545000,3,1.75,1680,6200,1.5,3,7,1680,0,1916,98136
"648",530000,3,1.75,1320,2500,1,3,7,870,450,1918,98105
"649",157000,1,1,870,26326,1,3,6,870,0,1939,98198
"650",425000,4,1,1260,7645,1.5,3,6,1260,0,1925,98146
"651",220000,3,1,1000,6020,1,3,6,1000,0,1944,98166
"652",521000,4,1.75,2020,36400,1,4,8,1550,470,1976,98077
"653",325000,3,1,1920,6862,1,3,7,1120,800,1952,98118
"654",597500,3,2,2150,5400,1.5,4,7,1380,770,1911,98126
"655",337000,3,2.5,1470,3976,2,3,7,1470,0,1999,98065
"656",1e+06,3,2.5,3180,10492,2,3,10,3180,0,1991,98052
"657",3070000,3,2.5,3930,55867,1,4,8,2330,1600,1957,98034
"658",495000,3,1,990,6000,1,3,6,990,0,1943,98105
"659",748000,4,3.5,2770,3330,2,3,8,1970,800,2001,98052
"660",888000,3,1.5,1250,8710,1,4,7,1250,0,1953,98004
"661",269900,3,1.75,1140,22267,1,3,7,1140,0,1986,98045
"662",496500,4,2.5,2250,14440,1,3,7,1550,700,1967,98027
"663",475000,3,2.5,1640,5097,2,3,7,1640,0,1969,98155
"664",312000,3,1.5,1255,1374,3,3,7,1255,0,2004,98125
"665",323000,3,1,1290,12231,1,3,7,1290,0,1976,98072
"666",331000,3,1.75,1300,9079,1,3,7,1300,0,1986,98059
"667",306000,3,1.5,1220,1086,3,3,8,1220,0,2007,98133
"668",655000,4,2.5,2630,4000,3,3,8,2630,0,2002,98117
"669",290000,3,1.5,1950,15954,1,4,8,1950,0,1959,98003
"670",1250000,4,3.25,3160,5000,2,5,9,2360,800,1965,98105
"671",460000,3,1.75,1550,4708,1,4,7,860,690,1949,98115
"672",435000,4,2.5,1700,6380,1,4,7,850,850,1940,98115
"673",664000,4,2.75,2510,11880,1,5,8,1630,880,1978,98006
"674",865000,4,1.75,1800,4180,2,4,8,1800,0,1921,98102
"675",385000,3,1.75,1800,18000,1,3,8,1200,600,1968,98058
"676",497000,3,2.25,1870,9315,1,3,7,1350,520,1975,98034
"677",280000,2,1,1010,3000,1,4,7,1010,0,1925,98045
"678",188000,2,1.5,1120,17487,1,3,6,1120,0,1924,98178
"679",478500,3,1,2090,4755,1,3,8,1200,890,1969,98136
"680",1150000,4,3.5,4370,18361,2,3,11,4370,0,2001,98065
"681",222000,3,2,1440,7187,1,4,7,970,470,1981,98023
"682",799000,4,3,2580,209523,2,3,8,2580,0,1984,98053
"683",609900,4,2.5,3190,7399,2,3,10,3190,0,2006,98038
"684",413000,4,3.5,2380,5809,2,4,7,1750,630,1995,98106
"685",4e+05,4,1,1420,4875,1.5,3,7,1420,0,1930,98115
"686",802541,5,2.75,2990,6768,2,3,9,2990,0,2014,98006
"687",320000,3,2.5,2680,7757,2,3,8,2680,0,1990,98023
"688",507000,4,2.5,2730,7649,2,3,7,2730,0,2006,98065
"689",387500,3,1,1220,8329,1,3,6,1220,0,1946,98115
"690",396000,3,1,1500,12616,1,3,7,1500,0,1967,98072
"691",373000,3,1.75,1830,11788,1,3,8,1430,400,1958,98055
"692",1480000,5,2.5,4570,19252,2,5,10,4570,0,1965,98040
"693",359900,4,2.25,2470,7698,2,3,8,2470,0,1983,98058
"694",410000,2,1,800,4342,1,3,6,670,130,1927,98115
"695",690000,4,2.5,2900,23488,2,3,9,2900,0,1992,98053
"696",245000,3,2,1410,5760,1,3,7,1410,0,1985,98030
"697",7e+05,5,2.5,2830,25958,1,5,8,1610,1220,1979,98075
"698",268000,4,1.75,1680,9966,1,3,7,1100,580,1977,98198
"699",225000,3,1.75,1760,26055,1,3,7,920,840,1979,98042
"700",980000,4,2.25,2240,11034,2,3,8,2240,0,1976,98004
"701",795000,2,1,1380,5000,1.5,3,5,1380,0,1905,98106
"702",195000,2,1,820,5100,1,3,6,820,0,1953,98118
"703",480000,4,2,2180,10575,1,2,6,1730,450,1950,98005
"704",485000,4,2,1400,3600,1,3,7,1100,300,1900,98119
"705",130000,2,1,880,9000,1,3,5,880,0,1928,98188
"706",325000,2,1,1060,5703,1,4,6,1060,0,1946,98198
"707",440000,3,1.75,1530,7245,1,4,7,1530,0,1984,98034
"708",550000,4,1.75,2480,14782,1,3,8,1460,1020,1958,98155
"709",310000,3,1.75,1490,7150,1,5,6,1490,0,1967,98059
"710",530000,3,2.5,3660,39478,2,4,9,3260,400,1989,98022
"711",390000,4,2.5,2340,8548,2,3,8,2340,0,1993,98031
"712",243000,3,1.75,1450,12125,1,4,7,1450,0,1981,98001
"713",639000,4,2.5,2210,9875,2,3,9,2210,0,1990,98074
"714",215000,4,1,1130,7400,1,4,7,1130,0,1969,98003
"715",405000,5,1.75,1550,10500,1,3,7,1100,450,1961,98011
"716",250000,4,1.75,1710,7140,1,5,7,1010,700,1968,98032
"717",405500,3,1.5,1010,8108,1,5,7,1010,0,1954,98155
"718",452000,6,2.25,2660,13579,2,3,7,2660,0,1937,98125
"719",730000,6,2.25,2660,13579,2,3,7,2660,0,1937,98125
"720",267000,3,2,1300,9644,1,3,7,1300,0,1994,98010
"721",289950,3,2.5,1670,6186,2,3,7,1670,0,2002,98038
"722",565000,2,1,960,4080,1,5,7,960,0,1911,98103
"723",1580000,4,3.25,4670,51836,2,4,12,4670,0,1988,98005
"724",636000,3,2.5,2140,2770,2,3,8,1770,370,2007,98052
"725",350000,5,3,2520,5500,1,3,8,1550,970,2004,98178
"726",320000,3,1.5,1650,9380,1,5,7,1130,520,1978,98058
"727",210000,2,1.75,1440,5680,1,4,8,1440,0,1978,98198
"728",245000,2,1,1050,5900,1,3,7,1050,0,1950,98126
"729",328000,3,1.75,1470,7650,1,3,7,1130,340,1983,98059
"730",985000,4,2.25,4230,37769,2,3,11,4230,0,1989,98077
"731",501000,3,1.75,1970,7972,1,5,8,1370,600,1976,98055
"732",315000,3,2.25,1540,17424,2,3,7,1540,0,1992,98045
"733",403000,3,2.75,2090,8354,2,3,8,2090,0,2012,98019
"734",550000,3,2,2380,17950,2,4,8,2110,270,1934,98155
"735",347500,4,2.5,2156,3562,2,3,9,2156,0,2012,98030
"736",365000,4,2.25,2070,8893,2,4,8,2070,0,1986,98058
"737",588000,3,1,1910,8167,1,4,8,1270,640,1951,98117
"738",605000,3,1.75,1920,7400,1,4,8,1260,660,1977,98006
"739",1300000,3,3.25,3400,5979,2,4,9,2290,1110,1937,98105
"740",233000,3,2,1400,9177,1,3,7,1400,0,1974,98001
"741",360000,4,2.5,2210,17715,2,3,8,2210,0,1997,98030
"742",459000,2,1.75,1170,4887,1,3,6,1020,150,1929,98117
"743",740000,3,2,2100,72745,1,4,9,2100,0,1995,98077
"744",305000,3,1,1160,9750,1,3,7,1160,0,1967,98077
"745",395000,3,1,1500,4000,1,3,6,900,600,1925,98117
"746",560000,4,2.5,2940,6000,2,3,8,2940,0,2000,98011
"747",650000,4,1.75,2010,5070,1,4,7,1300,710,1963,98116
"748",449950,3,2.5,2170,4912,2,3,7,2170,0,2003,98028
"749",517500,3,1.5,1430,5200,1,4,7,1250,180,1940,98117
"750",435000,4,1.5,1510,6460,1,3,7,1070,440,1970,98034
"751",329999,3,1,1150,6908,1,3,6,800,350,1952,98155
"752",950000,3,1.75,2150,4200,1,5,8,1140,1010,1960,98116
"753",447000,3,1,1370,6001,1,5,7,1230,140,1944,98108
"754",699800,2,2.5,2380,6600,1,3,8,2380,0,2010,98053
"755",850000,3,1.75,1370,3850,1,5,7,770,600,1911,98112
"756",316500,3,1.75,1600,14250,1,3,7,1070,530,1979,98023
"757",942500,5,3.5,3750,9612,1,4,9,2030,1720,1981,98006
"758",1310000,2,2.25,3950,3938,2,3,10,2910,1040,1991,98116
"759",856600,4,2.25,2400,13430,1,4,9,2400,0,1964,98005
"760",405600,5,1.5,2830,4000,2.5,4,8,2830,0,1918,98118
"761",565000,4,2.5,2440,22594,2,3,8,2440,0,1996,98053
"762",4e+05,3,2.25,1190,1149,2,3,8,1050,140,2008,98116
"763",330000,3,2,1400,218252,1,3,7,1400,0,1997,98019
"764",374950,4,2.75,2730,4683,2,3,7,2730,0,2005,98038
"765",405300,3,2.75,2390,7939,1,5,7,1610,780,1983,98056
"766",560000,3,2.25,2060,31400,2,3,8,2060,0,1984,98074
"767",824000,4,2.25,2490,9864,1,4,8,1290,1200,1961,98004
"768",260000,3,1.75,1100,10968,1,5,7,1100,0,1984,98042
"769",760000,4,2.5,2430,6099,1,5,8,1470,960,1965,98115
"770",405000,3,2.5,3170,12750,2,3,10,2360,810,1995,98023
"771",429900,4,2.5,2640,8625,2,3,8,2640,0,1987,98058
"772",341500,3,1.5,1130,7223,1,4,7,1130,0,1961,98056
"773",465250,5,2,1940,7642,1.5,3,7,1940,0,1957,98177
"774",450000,2,2,1100,3000,1.5,3,7,1100,0,1912,98117
"775",390000,3,1,1200,10800,1,4,7,1200,0,1955,98006
"776",420000,3,2.25,2000,8030,1,4,8,1000,1000,1963,98008
"777",269950,3,2.5,1890,4838,2,3,8,1730,160,2002,98168
"778",493000,4,2,1910,2874,1,3,7,1060,850,1910,98122
"779",370000,4,2.5,2710,5880,2,3,9,2710,0,1998,98092
"780",2250000,5,4.25,4860,9453,1.5,5,10,3100,1760,1905,98112
"781",305000,3,1,1250,23680,1,5,7,1250,0,1967,98059
"782",4e+05,3,1.75,1590,8219,1.5,5,6,970,620,1938,98034
"783",320000,3,1.5,1240,1221,2,3,8,1050,190,2009,98133
"784",715000,4,1,2000,4800,2,4,7,2000,0,1911,98103
"785",650000,6,2.75,3610,10003,1.5,4,8,3610,0,1966,98008
"786",218000,5,1.75,1930,8040,1,4,8,1930,0,1966,98023
"787",5e+05,2,1,1280,5400,1,3,7,1280,0,1964,98117
"788",460000,4,2,2090,40419,1,4,7,2090,0,1984,98027
"789",232500,3,1.5,1940,9887,1,4,7,1140,800,1969,98003
"790",408200,3,2.5,1800,5761,2,4,7,1800,0,1990,98106
"791",522000,3,1.75,1730,8400,1,4,7,1400,330,1980,98052
"792",675000,4,2.5,2810,11120,2,3,9,2810,0,1982,98074
"793",1360000,4,3.5,3550,11000,1,3,11,2260,1290,1999,98006
"794",249950,4,1,1330,7980,1.5,3,6,1330,0,1952,98168
"795",210000,2,1,750,34133,1,3,6,750,0,1950,98168
"796",429950,4,1,1760,7216,1,3,7,1090,670,1947,98133
"797",737500,4,2.5,3200,36276,2,3,9,3200,0,1993,98053
"798",710000,4,2,1740,9000,1,5,8,1740,0,1958,98033
"799",470000,3,2.5,2100,4700,2,3,8,2100,0,1999,98065
"800",1100000,4,3.5,4270,40097,1,4,12,4270,0,1993,98077
"801",650000,3,2,1340,2720,1.5,3,7,1340,0,1913,98103
"802",1220000,4,2.5,3190,8684,1,5,9,1680,1510,1967,98006
